pregid,postgid,frequency,dt,path
159345,149695,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/159345-149695/50Hz_30ms/simulation.batch
155222,144310,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/155222-144310/50Hz_30ms/simulation.batch
144388,157832,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/144388-157832/50Hz_30ms/simulation.batch
136929,137140,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/136929-137140/50Hz_30ms/simulation.batch
159881,150880,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/159881-150880/50Hz_30ms/simulation.batch
140369,139752,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/140369-139752/50Hz_30ms/simulation.batch
152370,145193,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/152370-145193/50Hz_30ms/simulation.batch
140995,148701,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/140995-148701/50Hz_30ms/simulation.batch
143695,144619,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/143695-144619/50Hz_30ms/simulation.batch
148040,157824,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/148040-157824/50Hz_30ms/simulation.batch
161102,153166,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/161102-153166/50Hz_30ms/simulation.batch
160737,144433,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/160737-144433/50Hz_30ms/simulation.batch
160054,140514,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/160054-140514/50Hz_30ms/simulation.batch
142650,138681,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/142650-138681/50Hz_30ms/simulation.batch
159011,143010,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/159011-143010/50Hz_30ms/simulation.batch
161678,137598,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/161678-137598/50Hz_30ms/simulation.batch
142066,147744,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/142066-147744/50Hz_30ms/simulation.batch
140169,157394,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/140169-157394/50Hz_30ms/simulation.batch
142096,161643,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/142096-161643/50Hz_30ms/simulation.batch
157860,151154,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/157860-151154/50Hz_30ms/simulation.batch
161986,151374,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/161986-151374/50Hz_30ms/simulation.batch
147632,140810,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/147632-140810/50Hz_30ms/simulation.batch
140574,161041,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/140574-161041/50Hz_30ms/simulation.batch
148539,141709,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/148539-141709/50Hz_30ms/simulation.batch
